date,jackpot_winner,second winner,,,,,,,,jackpot_winner,jnum_1,jwinner_1,jnum_2,jwinner_2,jnum_3,jwinner_3,jnum_4,jwinner_4,j_amt_col,j_num_col
4/10/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/13/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/17/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/20/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/24/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/27/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/1/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/4/01,[''],[''],,,,,,,,[''],,,,,,,,,90000000,1
5/8/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/11/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/15/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/18/01,[''],[''],,,,,,,,[''],,,,,,,,,12000000,1
5/22/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/25/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/29/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/1/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/5/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/8/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/12/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/15/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/19/01,[''],[''],,,,,,,,[''],,,,,,,,,28000000,1
6/22/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/26/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/29/01,[''],[''],,,,,,,,[''],,,,,,,,,9000000,1
7/3/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/6/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/10/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/13/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/17/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/20/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/24/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/27/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/31/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/3/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/7/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/10/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/14/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/17/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/21/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/24/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/28/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/31/01,[''],[''],,,,,,,,[''],,,,,,,,,115000000,2
9/4/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/7/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/11/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/14/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/18/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/21/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/25/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/28/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/2/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/5/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/9/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/12/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/16/01,[''],[''],,,,,,,,[''],,,,,,,,,53000000,1
10/19/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/23/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/26/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/30/01,[''],[''],,,,,,,,[''],,,,,,,,,11000000,1
11/2/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/6/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/9/01,[''],[''],,,,,,,,[''],,,,,,,,,9000000,1
11/13/01,[''],[''],,,,,,,,[''],,,,,,,,,5000000,1
11/16/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/20/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/23/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/27/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/30/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/4/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/7/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/11/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/14/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/18/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/21/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/25/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/28/01,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/1/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/4/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/8/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/11/02,[''],[''],,,,,,,,[''],,,,,,,,,80000000,1
1/15/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/18/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/22/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/25/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/29/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/1/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/5/02,[''],[''],,,,,,,,[''],,,,,,,,,23000000,1
2/8/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/12/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/15/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/19/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/22/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/26/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/1/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/5/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/8/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/12/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/15/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/19/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/22/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/26/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/29/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/2/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/5/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/9/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/12/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/16/02,[''],[''],,,,,,,,[''],,,,,,,,,331000000,3
4/19/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/23/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/26/02,[''],[''],,,,,,,,[''],,,,,,,,,12000000,1
4/30/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/3/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/7/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/10/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/14/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/17/02,[''],[''],,,,,,,,[''],,,,,,,,,27000000,1
5/21/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/24/02,[''],[''],,,,,,,,[''],,,,,,,,,12000000,1
5/28/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/31/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/4/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/7/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/11/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/14/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/18/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/21/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/25/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/28/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/2/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/5/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/9/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/12/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/16/02,[''],[''],,,,,,,,[''],,,,,,,,,165000000,1
7/19/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/23/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/26/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/30/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/2/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/6/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/9/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/13/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/16/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/20/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/23/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/27/02,[''],[''],,,,,,,,[''],,,,,,,,,105000000,1
8/30/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/3/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/6/02,[''],[''],,,,,,,,[''],,,,,,,,,17000000,1
9/10/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/13/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/17/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/20/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/24/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/27/02,[''],[''],,,,,,,,[''],,,,,,,,,37000000,1
10/1/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/4/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/8/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/11/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/15/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/18/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/22/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/25/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/29/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/1/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/5/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/8/02,[''],[''],,,,,,,,[''],,,,,,,,,93000000,1
11/12/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/15/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/19/02,[''],[''],,,,,,,,[''],,,,,,,,,16000000,1
11/22/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/26/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/29/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/3/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/6/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/10/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/13/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/17/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/20/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/24/02,[''],[''],,,,,,,,[''],,,,,,,,,63000000,1
12/27/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/31/02,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/3/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/7/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/10/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/14/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/17/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/21/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/24/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/28/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/31/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/4/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/7/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/11/03,[''],[''],,,,,,,,[''],,,,,,,,,125000000,1
2/14/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/18/03,[''],[''],,,,,,,,[''],,,,,,,,,12000000,1
2/21/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/25/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/28/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/4/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/7/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/11/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/14/03,[''],[''],,,,,,,,[''],,,,,,,,,42000000,1
3/18/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/21/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/25/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/28/03,[''],[''],,,,,,,,[''],,,,,,,,,20000000,1
4/1/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/4/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/8/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/11/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/15/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/18/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/22/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/25/03,[''],[''],,,,,,,,[''],,,,,,,,,46000000,1
4/29/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/2/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/6/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/9/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/13/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/16/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/20/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/23/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/27/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/30/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/3/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/6/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/10/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/13/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/17/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/20/03,[''],[''],,,,,,,,[''],,,,,,,,,180000000,1
6/24/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
6/27/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/1/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/4/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/8/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/11/03,[''],[''],,,,,,,,[''],,,,,,,,,34000000,1
7/15/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/18/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/22/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/25/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
7/29/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/1/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/5/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/8/03,[''],[''],,,,,,,,[''],,,,,,,,,50000000,1
8/12/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/15/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/19/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/22/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/26/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
8/29/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/2/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/5/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/9/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/12/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/16/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/19/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/23/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/26/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
9/30/03,[''],[''],,,,,,,,[''],,,,,,,,,150000000,1
10/3/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/7/03,[''],[''],,,,,,,,[''],,,,,,,,,12000000,1
10/10/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/14/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/17/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/21/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/24/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/28/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
10/31/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/4/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/7/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/11/03,[''],[''],,,,,,,,[''],,,,,,,,,70000000,3
11/14/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/18/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/21/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/25/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
11/28/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/2/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/5/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/9/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/12/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/16/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/19/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/23/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/26/03,[''],[''],,,,,,,,[''],,,,,,,,,0,0
12/30/03,[''],[''],,,,,,,,[''],,,,,,,,,155000000,1
1/2/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/6/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/9/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/13/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/16/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/20/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/23/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/27/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
1/30/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/3/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/6/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/10/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/13/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/17/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/20/04,[''],[''],,,,,,,,[''],,,,,,,,,239000000,1
2/24/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
2/27/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/2/04,[''],[''],,,,,,,,[''],,,,,,,,,20000000,1
3/5/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/9/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/12/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/16/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/19/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/23/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/26/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
3/30/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/2/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/6/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/9/04,[''],[''],,,,,,,,[''],,,,,,,,,105000000,1
4/13/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/16/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/20/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/23/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/27/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
4/30/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/4/04,[''],[''],,,,,,,,[''],,,,,,,,,0,0
5/7/04,[''],[''],,,,,,,,[''],,,,,,,,,66000000,1
5/11/04,[' '],"[' 1  Illinois', ' 2  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
5/14/04,[' '],"[' 1  Illinois', ' 1  Maryland', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
5/18/04,[' '],"[' 1  Illinois', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
5/21/04,[' '],"[' 1  Georgia', ' 2  New Jersey', ' 3  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
5/25/04,[' '],[' 1  Michigan'],,,,,,,,[' '],,,,,,,,,0,0
5/28/04,[' '],"[' 1  New Jersey', ' 2  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
6/1/04,[' '],"[' 1  Georgia', ' 1  Massachusetts', ' 1  Michigan', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
6/4/04,[' '],"[' 1  Georgia', ' 1  Maryland', ' 1  Michigan', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
6/8/04,[' '],"[' 1  Illinois', ' 1  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/11/04,[' '],"[' 1  Georgia', ' 1  Michigan', ' 2  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/15/04,[' '],"[' 1  Georgia', ' 1  Illinois', ' 3  Michigan', ' 2  New Jersey', ' 3  New York', ' 2  Ohio', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/18/04,[' '],"[' 3  Georgia', ' 1  Illinois', ' 2  Maryland', ' 1  Massachusetts', ' 2  Michigan', ' 1  New Jersey', ' 1  New York', ' 1  Ohio', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/22/04,[' '],"[' 2  Georgia', ' 1  Illinois', ' 1  Massachusetts', ' 3  New Jersey', ' 4  New York', ' 2  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/25/04,[' '],"[' 2  Georgia', ' 3  Illinois', ' 1  Maryland', ' 1  Massachusetts', ' 2  Michigan', ' 1  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/29/04,[' '],"[' 8  Georgia', ' 2  Illinois', ' 3  Michigan', ' 5  New Jersey', ' 7  New York', ' 8  Ohio', ' 5  Texas', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
7/2/04,[' 1  Massachusetts'],"[' 3  Georgia', ' 5  Illinois', ' 3  Maryland', ' 2  Massachusetts', ' 4  Michigan', ' 2  New Jersey', ' 11  New York', ' 2  Ohio', ' 2  Texas', ' 2  Virginia', ' 1  Washington']",,,,,,,,[' 1  Massachusetts'],1,MA,,,,,,,294000000,1
7/6/04,[' '],"[' 1  Georgia', ' 1  Michigan', ' 1  New Jersey', ' 1  New York', ' 2  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
7/9/04,[' '],"[' 1  Georgia', ' 1  Massachusetts']",,,,,,,,[' '],,,,,,,,,0,0
7/13/04,[' '],"[' 1  Georgia', ' 1  Illinois', ' 2  Maryland', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
7/16/04,[' '],"[' 1  Illinois', ' 2  Michigan', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
7/20/04,[' '],"[' 1  Illinois', ' 2  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
7/23/04,[' 1  Michigan'],"[' 2  Illinois', ' 2  Ohio', ' 1  Texas']",,,,,,,,[' 1  Michigan'],1,MI,,,,,,,47000000,1
7/27/04,[' 1  New York'],"[' 3  Georgia', ' 2  Illinois', ' 3  Maryland', ' 5  Michigan', ' 4  New Jersey', ' 6  New York', ' 4  Ohio', ' 7  Virginia']",,,,,,,,[' 1  New York'],1,NY,,,,,,,10000000,1
7/30/04,[' '],"[' 1  Michigan', ' 1  New Jersey', ' 3  New York']",,,,,,,,[' '],,,,,,,,,0,0
8/3/04,[' '],"[' 1  Massachusetts', ' 1  Michigan', ' 3  New Jersey', ' 2  New York', ' 1  Ohio', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
8/6/04,[' '],"[' 1  Michigan', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
8/10/04,[' '],"[' 2  New York', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
8/13/04,[' '],[' 1  Texas'],,,,,,,,[' '],,,,,,,,,0,0
8/17/04,[' '],"[' 1  Georgia', ' 2  Michigan', ' 1  New Jersey', ' 1  New York', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
8/20/04,[' 1  Ohio'],"[' 2  Massachusetts', ' 3  New York', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' 1  Ohio'],1,OH,,,,,,,52000000,1
8/24/04,[' '],"[' 1  Michigan', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
8/27/04,[' '],"[' 2  New Jersey', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
8/31/04,[' '],"[' 1  Massachusetts', ' 1  New Jersey', ' 1  Virginia', ' 2  Washington']",,,,,,,,[' '],,,,,,,,,0,0
9/3/04,[' '],"[' 2  Georgia', ' 1  New Jersey', ' 1  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/7/04,[' '],[' 3  New York'],,,,,,,,[' '],,,,,,,,,0,0
9/10/04,[' '],"[' 1  Illinois', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
